id,date,team_1_name,team_2_name,d_ability_1,d_ability_3,d_ability_4,is_november,is_february,d_form_4,d_h2h_2,c_ability_3,team_1_prob,team_2_prob,team_tie_prob
5a19f6719772221c48d2f9ec,2017-12-09 12:30:00,West Ham,Chelsea,-2.2050063532427746,-2.2454484024493424,-2.2445427588714977,-0.3385735835220368,-0.31788428738782804,-0.9488713226926638,-1.5255265257137873,nan,,,
5a19f6719772221c48d2f9ed,2017-12-09 15:00:00,Burnley,Watford,0.36483990477164896,0.3435022102519442,0.3538496904659463,-0.3385735835220368,-0.31788428738782804,0.717099364734593,-1.5255265257137873,0.3005867946383375,,,
5a19f6719772221c48d2f9ee,2017-12-09 15:00:00,Crystal Palace,Bournemouth,-0.33941503168634674,-0.4276059782470172,-0.43712381116335086,-0.3385735835220368,-0.31788428738782804,0.28919047011750254,-1.5255265257137873,nan,,,
5a19f6719772221c48d2f9ef,2017-12-09 15:00:00,Huddersfield,Brighton,-0.88925775892843,-0.8380912268871569,-0.8429573622216263,-0.3385735835220368,-0.31788428738782804,0.03982277039762751,-1.5255265257137873,-0.8946795793817744,,,
5a19f6719772221c48d2f9f0,2017-12-09 15:00:00,Swansea,West Brom,-0.024233442672382078,-0.10668325716431752,-0.11489183828415139,-0.3385735835220368,-0.31788428738782804,0.7435475990727156,-1.5255265257137873,0.024594638859030266,,,
5a19f6719772221c48d2f9f1,2017-12-09 15:00:00,Tottenham,Stoke City,2.0221089788778395,2.0842651210727197,2.0996903414350827,-0.3385735835220368,-0.31788428738782804,0.794090318747801,-1.5255265257137873,2.049737892954936,,,
5a19f6719772221c48d2f9f2,2017-12-09 17:30:00,Newcastle Utd,Leicester,-0.5580027712709709,-0.4606443829694582,-0.44162696038618393,-0.3385735835220368,-0.31788428738782804,0.21156075342752295,-1.5255265257137873,-0.3188260452419364,,,
5a1ac45d4825080ad7e3b9c2,2017-12-10 12:00:00,Southampton,Arsenal,-1.1659552594467384,-1.1310482645164166,-1.1045425327063882,-0.3385735835220368,-0.31788428738782804,-0.7314837427207801,-1.5255265257137873,nan,,,
5a1ad9014825081aeace6799,2017-12-10 14:15:00,Liverpool,Everton,1.1745524790267454,1.2793569140766587,1.2666328112011427,-0.3385735835220368,-0.31788428738782804,-0.29539431123499726,-1.5255265257137873,1.1417011883144057,,,
5a1b13b99772220c94eb5151,2017-12-10 16:30:00,Manchester United,Manchester City,-0.5600092185055341,-0.35292625783608206,-0.3716551921476087,-0.3385735835220368,-0.31788428738782804,-1.48296742316873,-1.5255265257137873,nan,,,
