id,date,team_1_name,team_1_score,team_2_name,team_2_score,d_ability_1,d_ability_3,d_ability_4,is_november,is_february,d_form_4,d_h2h_2,c_ability_3
5969fbdb4825083689956894,2004-02-11 19:45:00,Fulham,1.0,Aston Villa,2.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb4825083689956893,2004-02-11 19:45:00,Birmingham,3.0,Everton,0.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb4825083689956892,2004-02-11 20:00:00,Portsmouth,0.0,Chelsea,2.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb4825083689956891,2004-02-11 20:00:00,Manchester United,2.0,Middlesbrough,3.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb4825083689956890,2004-02-11 20:00:00,Liverpool,2.0,Manchester City,1.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb482508368995688f,2004-02-11 20:00:00,Charlton,2.0,Tottenham,4.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb482508368995688e,2004-02-11 20:00:00,Blackburn,1.0,Newcastle Utd,1.0,0.004033237104501659,-0.08996704319730177,-0.09286138191679452,-0.3392597234276554,3.139514111538417,nan,nan,-0.07516612486462788
5969fbdb482508368995688d,2004-02-21 12:30:00,Manchester United,1.0,Leeds,1.0,-0.04846083468992887,-0.14741133375971777,-0.1481301284188466,-0.3392597234276554,3.139514111538417,nan,nan,-0.14228841894931482
5969fbdb482508368995688c,2004-02-21 12:30:00,Chelsea,1.0,Arsenal,2.0,0.09647484876443278,-0.0026185127023521885,-0.0090192463648159,-0.3392597234276554,3.139514111538417,nan,nan,0.0207573045974568
5969fbdb482508368995688a,2004-02-21 15:00:00,Southampton,3.0,Everton,3.0,0.1113293247720736,0.011907544930286038,0.004984034589108465,-0.3392597234276554,3.139514111538417,nan,nan,0.03202903644624417
5969fbdb482508368995688b,2004-02-21 15:00:00,Wolves,2.0,Fulham,1.0,0.05652730889893219,-0.040463136426859676,-0.04535675677639222,-0.3392597234276554,3.139514111538417,nan,nan,-0.0198664135571346
5969fbdb4825083689956889,2004-02-21 15:00:00,Newcastle Utd,2.0,Middlesbrough,1.0,-0.03591430276099901,-0.12781166692180926,-0.12919889232837084,-0.3392597234276554,3.139514111538417,nan,nan,-0.11578984301921921
5969fbdb4825083689956887,2004-02-21 15:00:00,Bolton,1.0,Manchester City,3.0,0.0314342450410724,-0.06378170251872887,-0.06769098623404418,-0.3392597234276554,3.139514111538417,nan,nan,-0.049218399862938564
5969fbdb4825083689956888,2004-02-21 15:00:00,Charlton,3.0,Blackburn,2.0,-0.07586184262649961,-0.1796669193227784,-0.17923950035878972,-0.3392597234276554,3.139514111538417,nan,nan,-0.1769211308929698
5969fbdb4825083689956886,2004-02-22 12:00:00,Aston Villa,2.0,Birmingham,2.0,-0.050768778768639757,-0.14233772455444754,-0.14320217328229515,-0.3392597234276554,3.139514111538417,nan,nan,-0.12706157486800665
5969fbdb4825083689956885,2004-02-22 16:00:00,Tottenham,4.0,Leicester,4.0,0.09647484876443278,-0.0026185127023521885,-0.0090192463648159,-0.3392597234276554,3.139514111538417,nan,nan,0.0207573045974568
5969fbdb4825083689956884,2004-02-28 15:00:00,Manchester City,0.0,Chelsea,1.0,0.03290574479147931,-0.0632599052652689,-0.06736578067613139,-0.3392597234276554,3.139514111538417,nan,nan,-0.041870374894041926
5969fbdb4825083689956883,2004-02-28 15:00:00,Leicester,0.0,Wolves,0.0,-0.0062504420005441335,-0.10040855486685461,-0.1030555967171341,-0.3392597234276554,3.139514111538417,nan,nan,-0.08154425961519013
5969fbdb4825083689956882,2004-02-28 15:00:00,Fulham,1.0,Manchester United,1.0,-0.010821238903139224,-0.11267047610859063,-0.11485394434850006,-0.3392597234276554,3.139514111538417,nan,nan,-0.09864301954070961
5969fbdb4825083689956881,2004-02-28 15:00:00,Everton,2.0,Aston Villa,0.0,-0.12900836735319646,-0.21654946099528039,-0.2144995563258239,-0.3392597234276554,3.139514111538417,nan,nan,-0.20651950657220702
5969fbdb4825083689956880,2004-02-28 15:00:00,Blackburn,1.0,Southampton,1.0,-0.02250363275910174,-0.11765915204803726,-0.11952437017892971,-0.3392597234276554,3.139514111538417,nan,nan,-0.10407540169155466
5969fbdb482508368995687f,2004-02-28 15:00:00,Arsenal,2.0,Charlton,1.0,0.12196358915903119,0.020629874301041122,0.01324143939414485,-0.3392597234276554,3.139514111538417,nan,nan,0.049920580458434054
5969fbdb482508368995687e,2004-02-29 12:00:00,Leeds,2.0,Liverpool,2.0,-0.01247673004958379,-0.10620760332479885,-0.1084674607664742,-0.3392597234276554,3.139514111538417,nan,nan,-0.08860994136849808
5969fbdb482508368995687d,2004-02-29 15:00:00,Portsmouth,1.0,Newcastle Utd,1.0,-0.12961572903063606,-0.23030035003994168,-0.2277979160935291,-0.3392597234276554,3.139514111538417,-1.7960077945068438,1.3886386462259903,-0.2335354300887237
5969fbdb482508368995687c,2004-03-03 19:45:00,Birmingham,3.0,Middlesbrough,1.0,0.09831433130691494,0.016155307806528824,0.009402607303640282,-0.3392597234276554,-0.3185206259544355,-1.2053880538657462,1.4241628624036846,0.03990565382919297
5969fbdb482508368995687b,2004-03-06 15:00:00,Birmingham,2.0,Bolton,0.0,0.2798285610773972,0.19709932498872804,0.18336546919453464,-0.3392597234276554,-0.3185206259544355,nan,nan,0.24099013774579883
5969fbdb482508368995687a,2004-03-09 20:00:00,Middlesbrough,1.0,Tottenham,0.0,-0.11348851841162515,-0.20172281294622757,-0.20036677805100148,-0.3392597234276554,-0.3185206259544355,nan,nan,-0.188119778285661
5969fbdb4825083689956879,2004-03-13 12:30:00,Bolton,0.0,Chelsea,2.0,-0.2383602291920341,-0.3332337839024927,-0.3269032476745671,-0.3392597234276554,-0.3185206259544355,-0.059214353931039944,1.4130596378980214,-0.3428536929067628
5969fbdb4825083689956874,2004-03-13 15:00:00,Birmingham,0.0,Leicester,1.0,0.24193405832336,0.1704087319866106,0.15830719582249503,-0.3392597234276554,-0.3185206259544355,1.625092415491817,1.3670087346555966,0.20930225383957943
5969fbdb4825083689956878,2004-03-13 15:00:00,Fulham,2.0,Leeds,0.0,-0.08514960103283138,-0.18363250091312924,-0.1830229004650585,-0.3392597234276554,-0.3185206259544355,0.9006362574995608,1.4485594330840457,-0.18160105196564374
5969fbdb4825083689956876,2004-03-13 15:00:00,Charlton,1.0,Middlesbrough,0.0,-0.07273488593433218,-0.17156583046886456,-0.17132766782504927,-0.3392597234276554,-0.3185206259544355,-0.45152145644271785,1.3790573073295769,-0.1727977467695362
5969fbdb4825083689956877,2004-03-13 15:00:00,Everton,1.0,Portsmouth,0.0,0.08498498585051,-0.00363805688939041,-0.009941314052133507,-0.3392597234276554,-0.3185206259544355,nan,nan,0.027221301791996392
5969fbdb4825083689956875,2004-03-13 15:00:00,Blackburn,0.0,Arsenal,2.0,-0.12923482623689672,-0.219924730089244,-0.2176511239182914,-0.3392597234276554,-0.3185206259544355,-1.5594303359466464,1.4019896897673036,-0.21920202995971994
5969fbda4825083689956873,2004-03-14 12:30:00,Wolves,0.0,Aston Villa,4.0,0.0718694006414631,-0.021548166760478323,-0.02707044599088571,-0.3392597234276554,-0.3185206259544355,-0.3719744351296088,1.2736074643544508,-0.0028545051680854585
5969fbda4825083689956872,2004-03-14 14:00:00,Manchester City,4.0,Manchester United,1.0,0.06784040493355507,-0.03792455462528913,-0.043049049103654397,-0.3392597234276554,-0.3185206259544355,-2.670775347064356,1.332743985129298,-0.01889350589980392
5969fbda4825083689956871,2004-03-14 15:00:00,Tottenham,1.0,Newcastle Utd,0.0,0.0003667161572837575,-0.09513897193573141,-0.09777363176231423,-0.3392597234276554,-0.3185206259544355,0.6056057674389026,1.3448268225528055,-0.08191637286644594
5969fbda4825083689956870,2004-03-14 16:05:00,Southampton,2.0,Liverpool,0.0,-0.039614285734395974,-0.13355188472418333,-0.13464597620845048,-0.3392597234276554,-0.3185206259544355,-0.3547559313655142,1.3803948505541719,-0.12309500461384996
5969fbda482508368995686f,2004-03-17 20:00:00,Liverpool,3.0,Portsmouth,0.0,0.10035640653469238,0.0046902638457774785,-0.0017204926152736674,-0.3392597234276554,-0.3185206259544355,0.5161761945737025,1.439424583942825,0.030556545920066937
5969fbd44825083689956868,2004-03-20 15:00:00,Arsenal,2.0,Bolton,1.0,0.40811719013467823,0.29584878837798123,0.2781265195099446,-0.3392597234276554,-0.3185206259544355,-0.9944449312551058,1.3929435930097624,0.34144672451218944
5969fbd4482508368995686a,2004-03-20 15:00:00,Chelsea,2.0,Fulham,1.0,0.19942397921751076,0.08566878710013509,0.07588620558156853,-0.3392597234276554,-0.3185206259544355,-0.19845304470897052,1.404966230825382,0.11686400836473522
5969fbd44825083689956869,2004-03-20 15:00:00,Aston Villa,0.0,Blackburn,2.0,0.2910564189155937,0.17991745517545105,0.17707666583952286,-0.3392597234276554,-0.3185206259544355,0.59835731391035,1.3809089205216558,0.22196661201189638
5969fbd4482508368995686c,2004-03-20 15:00:00,Liverpool,1.0,Wolves,0.0,0.21550171591786688,0.1302233651638314,0.12981862556202703,-0.3392597234276554,-0.3185206259544355,-0.5376402761523431,1.464459306441897,0.16929048336986424
5969fbd4482508368995686d,2004-03-20 15:00:00,Manchester United,3.0,Tottenham,0.0,-0.22594677625904344,-0.3181919635103973,-0.31239753985581364,-0.3392597234276554,-0.3185206259544355,1.983790666180719,1.4524962212545212,-0.32363003623381054
5969fbd4482508368995686e,2004-03-20 15:00:00,Middlesbrough,5.0,Birmingham,3.0,-0.21636726409585838,-0.2940257106702185,-0.2894613291170758,-0.3392597234276554,-0.3185206259544355,1.0616144214158232,1.4999077019593814,-0.278026747404198
5969fbd4482508368995686b,2004-03-20 15:00:00,Leicester,1.0,Everton,1.0,0.06224303039373193,-0.03583534830818239,-0.04108296705690821,-0.3392597234276554,-0.3185206259544355,0.6808927431821314,1.393479572587905,-0.014850154957669878
5969fbd44825083689956867,2004-03-20 17:30:00,Newcastle Utd,3.0,Charlton,1.0,0.08243645680088486,-0.012730837754580343,-0.01842867592394665,-0.3392597234276554,-0.3185206259544355,1.3909523068362657,1.5353206490813414,0.01546131354938652
5969fbd44825083689956866,2004-03-21 16:05:00,Portsmouth,1.0,Southampton,0.0,-0.29035087529555864,-0.38411723336528025,-0.3759230797146014,-0.3392597234276554,-0.3185206259544355,-1.1437167278995344,1.54720090984089,-0.39386006608337404
5969fbd44825083689956865,2004-03-22 20:00:00,Leeds,2.0,Manchester City,1.0,-0.18504661040550852,-0.2717797698326084,-0.26744391432604936,-0.3392597234276554,-0.3185206259544355,-1.2903492989446284,1.5590692903396794,-0.26977582606513284
5969fbd44825083689956864,2004-03-27 12:30:00,Birmingham,4.0,Leeds,1.0,0.14880967104428064,0.07318850520202215,0.06512132128030525,-0.3392597234276554,-0.3185206259544355,2.5251977449345677,1.6179203492885452,0.10068836373941449
5969fbd44825083689956863,2004-03-27 15:00:00,Southampton,1.0,Tottenham,0.0,0.07301246424090793,-0.01656161875727979,-0.02222613277886098,-0.3392597234276554,-0.3185206259544355,0.9760028571187173,1.6884514260299075,0.004048256314786576
5969fbd34825083689956862,2004-03-27 15:00:00,Manchester City,0.0,Fulham,0.0,0.1298488141797542,0.03772052034356675,0.030315393117790686,-0.3392597234276554,-0.3185206259544355,1.5762215700611892,1.6414491331661094,0.06596819454796894
5969fbd3482508368995685e,2004-03-27 15:00:00,Blackburn,1.0,Portsmouth,2.0,0.1563058307788721,0.036128863695722206,0.028398751090012702,-0.3392597234276554,-0.3185206259544355,0.6519426695557501,1.5945173006123168,0.05148915916985799
5969fbd34825083689956860,2004-03-27 15:00:00,Chelsea,5.0,Wolves,2.0,0.35774669767562517,0.2402412706804393,0.23512424515478275,-0.3392597234276554,-0.3185206259544355,0.3793537492735084,1.6767125571784607,0.27637810927126927
5969fbd3482508368995685f,2004-03-27 15:00:00,Charlton,1.0,Aston Villa,2.0,-0.16033776240595835,-0.2505077209103646,-0.2581137355214228,-0.3392597234276554,-0.3185206259544355,-1.0552287401022682,1.6531840091819443,-0.2517671462225473
5969fbd34825083689956861,2004-03-27 15:00:00,Everton,1.0,Middlesbrough,1.0,-0.011600486448584177,-0.09013385023812598,-0.09267183616489469,-0.3392597234276554,-0.3185206259544355,-0.26092961270045467,1.629725992026286,-0.07297349541845434
5969fbd3482508368995685d,2004-03-28 13:00:00,Bolton,1.0,Newcastle Utd,0.0,-0.33427658201310523,-0.4371292950889806,-0.4274953314076602,-0.3392597234276554,-0.3185206259544355,-1.2590200659293282,1.6063383647203415,-0.45630166498954794
5969fbd3482508368995685c,2004-03-28 14:00:00,Leicester,0.0,Liverpool,0.0,-0.04280491363560822,-0.13768950977517525,-0.13894212150638358,-0.3392597234276554,-0.3185206259544355,-0.7268560245879111,1.5946503343489649,-0.12450396601882668
5969fbd3482508368995685b,2004-03-28 15:05:00,Arsenal,1.0,Manchester United,1.0,0.22806273825457793,0.1292940182079532,0.1184978759585139,-0.3392597234276554,-0.3185206259544355,-3.932062951221035,1.58297399200796,0.16023926139430508
5969fbd3482508368995685a,2004-04-03 14:00:00,Wolves,1.0,Southampton,4.0,-0.3023932618846324,-0.4036330115282655,-0.40718039459136113,-0.3392597234276554,-0.3185206259544355,0.597283400117714,1.5245559045567456,-0.41450349710362727
5969fbd34825083689956859,2004-04-03 14:00:00,Tottenham,0.0,Chelsea,1.0,-0.3549664560723696,-0.4293989733695501,-0.418827866399624,-0.3392597234276554,-0.3185206259544355,1.0783624847269095,1.6067361529622206,-0.43399706894104056
5969fbd34825083689956858,2004-04-03 14:00:00,Newcastle Utd,4.0,Everton,2.0,0.04550611622343001,-0.03626461409596409,-0.04052479840841197,-0.3392597234276554,-0.3185206259544355,0.17025034782560808,1.6066508715072092,-0.011338657286775437
5969fbd34825083689956857,2004-04-03 14:00:00,Middlesbrough,2.0,Bolton,0.0,0.26447050775831993,0.17181984772201075,0.1593701050787074,-0.3392597234276554,-0.3185206259544355,2.235846884251124,1.6419570754596184,0.21491653752956225
5969fbd34825083689956856,2004-04-03 14:00:00,Fulham,0.0,Birmingham,0.0,-0.23042283056389426,-0.31069587094343526,-0.3059660714781837,-0.3392597234276554,-0.3185206259544355,-0.057541269554610905,1.5713093260093007,-0.3020876022824683
5969fbd34825083689956855,2004-04-04 13:00:00,Aston Villa,1.0,Manchester City,1.0,0.026552162578959138,-0.08578376512934136,-0.0789095140365099,-0.3392597234276554,-0.3185206259544355,0.16781183667894414,1.5129496566455374,-0.07379377678404216
5969fbd34825083689956854,2004-04-04 14:00:00,Liverpool,4.0,Blackburn,0.0,0.20901327982722415,0.12688158046257703,0.11559206377937008,-0.3392597234276554,-0.3185206259544355,-2.4433448141800738,1.5953441086433804,0.16615911926873364
5969fbd34825083689956853,2004-04-05 19:00:00,Leeds,3.0,Leicester,2.0,-0.17441362783076675,-0.2568214420417669,-0.2529908021308162,-0.3392597234276554,-0.3185206259544355,-1.1404429312440982,1.607164345943371,-0.2504372466846534
5969fbd34825083689956852,2004-04-09 11:30:00,Arsenal,4.0,Liverpool,2.0,-0.08113172178505189,-0.16610525623612765,-0.17420118713162058,-0.3392597234276554,-0.3185206259544355,-2.3149090369753647,1.642470036421346,-0.15781299018386646
